Date,Hour,Total Market Demand,Ontario Demand
16-Oct-14,13,17988,16136
16-Oct-14,14,18250,16131
16-Oct-14,15,18427,16285
16-Oct-14,16,18682,16510
16-Oct-14,17,18898,16776
16-Oct-14,18,19279,17050
16-Oct-14,19,19751,17598
16-Oct-14,20,19228,17224
16-Oct-14,21,18252,16317
16-Oct-14,22,17183,15128
16-Oct-14,23,16367,13987
16-Oct-14,24,15655,12926
17-Oct-14,1,14895,12372
17-Oct-14,2,14500,12024
17-Oct-14,3,14313,11840
17-Oct-14,4,14322,11867
17-Oct-14,5,14854,12382
17-Oct-14,6,16151,13913
17-Oct-14,7,17429,15333
17-Oct-14,8,18057,15686
17-Oct-14,9,17994,15599
17-Oct-14,10,18617,15895
17-Oct-14,11,18316,15628
17-Oct-14,12,18340,15614
17-Oct-14,13,18193,15618
17-Oct-14,14,18321,15570
17-Oct-14,15,18403,15499
17-Oct-14,16,18608,15806
17-Oct-14,17,18759,16190
17-Oct-14,18,18529,16342
17-Oct-14,19,18484,16475
17-Oct-14,20,18254,16299
17-Oct-14,21,18212,15679
17-Oct-14,22,17204,14591
17-Oct-14,23,15802,13370
17-Oct-14,24,14871,12402
18-Oct-14,1,14374,11885
18-Oct-14,2,13886,11477
18-Oct-14,3,13680,11258
18-Oct-14,4,13665,11233
18-Oct-14,5,13907,11405
18-Oct-14,6,14427,11882
18-Oct-14,7,15364,12806
18-Oct-14,8,16310,13586
18-Oct-14,9,16795,14074
18-Oct-14,10,16898,14393
18-Oct-14,11,17110,14534
18-Oct-14,12,17151,14484
18-Oct-14,13,17098,14352
18-Oct-14,14,17141,14293
18-Oct-14,15,16971,14159
18-Oct-14,16,17320,14525
18-Oct-14,17,17702,15012
18-Oct-14,18,17676,15398
18-Oct-14,19,18142,15817
18-Oct-14,20,17858,15326
18-Oct-14,21,17447,14839
18-Oct-14,22,16804,14021
18-Oct-14,23,16195,13389
18-Oct-14,24,15117,12495
19-Oct-14,1,14584,11999
19-Oct-14,2,14403,11714
19-Oct-14,3,13923,11455
19-Oct-14,4,14209,11534
19-Oct-14,5,14282,11634
19-Oct-14,6,14565,12020
19-Oct-14,7,15131,12634
19-Oct-14,8,15529,13074
19-Oct-14,9,16134,13571
19-Oct-14,10,16243,13844
19-Oct-14,11,16647,14102
19-Oct-14,12,16587,14078
19-Oct-14,13,16147,13845
19-Oct-14,14,16103,13573
19-Oct-14,15,16134,13558
19-Oct-14,16,16639,14023
19-Oct-14,17,17221,14852
19-Oct-14,18,18003,15757
19-Oct-14,19,18421,16287
19-Oct-14,20,18171,15918
19-Oct-14,21,17615,15322
19-Oct-14,22,16795,14343
19-Oct-14,23,15849,13373
19-Oct-14,24,15095,12615
20-Oct-14,1,14703,12219
20-Oct-14,2,14444,11917
20-Oct-14,3,14441,11915
20-Oct-14,4,14443,11889
20-Oct-14,5,15039,12567
20-Oct-14,6,16739,14119
20-Oct-14,7,17813,15746
20-Oct-14,8,18607,16292
20-Oct-14,9,18754,16299
20-Oct-14,10,19029,16351
20-Oct-14,11,19059,16478
20-Oct-14,12,18905,16354
20-Oct-14,13,18620,16431
20-Oct-14,14,18522,16258
20-Oct-14,15,18688,16482
20-Oct-14,16,18947,17037
20-Oct-14,17,18871,17511
20-Oct-14,18,19529,17679
20-Oct-14,19,18831,17679
20-Oct-14,20,18284,17248
20-Oct-14,21,18217,16642
20-Oct-14,22,17463,15483
20-Oct-14,23,16248,14034
20-Oct-14,24,15660,13174
21-Oct-14,1,15244,12662
21-Oct-14,2,14958,12378
21-Oct-14,3,14759,12211
21-Oct-14,4,14795,12210
21-Oct-14,5,15289,12792
21-Oct-14,6,16537,14534
21-Oct-14,7,17314,15858
21-Oct-14,8,18214,16273
21-Oct-14,9,18300,16225
21-Oct-14,10,18188,16178
21-Oct-14,11,18360,16353
21-Oct-14,12,18422,16416
21-Oct-14,13,18457,16449
21-Oct-14,14,18230,16200
21-Oct-14,15,18278,16262
21-Oct-14,16,18945,16755
21-Oct-14,17,18968,17031
21-Oct-14,18,19422,17274
21-Oct-14,19,19709,17559
21-Oct-14,20,19330,17282
21-Oct-14,21,18884,16657
21-Oct-14,22,17907,15490
21-Oct-14,23,16878,14402
21-Oct-14,24,15821,13369
22-Oct-14,1,15246,12760
22-Oct-14,2,15159,12594
22-Oct-14,3,14908,12376
22-Oct-14,4,14971,12475
22-Oct-14,5,15553,13061
22-Oct-14,6,17084,14830
22-Oct-14,7,18016,16260
22-Oct-14,8,18105,16348
22-Oct-14,9,17964,16121
22-Oct-14,10,17753,15907
22-Oct-14,11,17647,15606
22-Oct-14,12,17264,15355
22-Oct-14,13,17437,15339
22-Oct-14,14,17277,15188
22-Oct-14,15,17700,15425
22-Oct-14,16,17927,15826
22-Oct-14,17,18507,16269
22-Oct-14,18,18793,16858
22-Oct-14,19,19437,17600
22-Oct-14,20,19195,17224
22-Oct-14,21,18499,16505
22-Oct-14,22,17604,15352
22-Oct-14,23,16538,14100
22-Oct-14,24,15603,13211
23-Oct-14,1,15246,12684
23-Oct-14,2,15044,12427
23-Oct-14,3,14869,12317
23-Oct-14,4,14985,12439
23-Oct-14,5,15318,12901
23-Oct-14,6,16584,14473
23-Oct-14,7,18075,16145
23-Oct-14,8,17950,16172
23-Oct-14,9,17519,15725
23-Oct-14,10,17540,15494
23-Oct-14,11,17302,15259
23-Oct-14,12,17396,15200
23-Oct-14,13,17596,15173
23-Oct-14,14,17795,15177
23-Oct-14,15,17980,15361
23-Oct-14,16,18225,15749
23-Oct-14,17,18189,16080
23-Oct-14,18,18897,16839
23-Oct-14,19,19481,17452
23-Oct-14,20,19175,17118
23-Oct-14,21,18728,16463
23-Oct-14,22,17317,15242
23-Oct-14,23,16311,14088
23-Oct-14,24,15520,13227
24-Oct-14,1,14968,12650
24-Oct-14,2,14800,12417
24-Oct-14,3,14849,12331
24-Oct-14,4,14466,12384
24-Oct-14,5,14931,12901
24-Oct-14,6,16655,14606
24-Oct-14,7,18165,16089
24-Oct-14,8,18152,16146
24-Oct-14,9,17725,15804
24-Oct-14,10,17567,15586
24-Oct-14,11,17303,15326
24-Oct-14,12,17069,15076
24-Oct-14,13,16802,14929
24-Oct-14,14,16773,14813
24-Oct-14,15,16810,14896
24-Oct-14,16,17095,15149
24-Oct-14,17,17601,15640
24-Oct-14,18,18043,16175
24-Oct-14,19,18697,16698
24-Oct-14,20,18290,16221
24-Oct-14,21,17817,15626
24-Oct-14,22,17292,14642
24-Oct-14,23,16233,13673
24-Oct-14,24,15725,12707
25-Oct-14,1,15111,12075
25-Oct-14,2,14719,11698
25-Oct-14,3,14564,11591
25-Oct-14,4,14391,11562
25-Oct-14,5,14722,11751
25-Oct-14,6,15139,12254
25-Oct-14,7,15504,13057
25-Oct-14,8,16517,13779
25-Oct-14,9,16984,14248
25-Oct-14,10,17017,14241
25-Oct-14,11,17107,14251
25-Oct-14,12,17545,14569
25-Oct-14,13,17750,14502
25-Oct-14,14,17477,14323
25-Oct-14,15,16501,13676
25-Oct-14,16,16713,13898
25-Oct-14,17,17196,14388
25-Oct-14,18,17791,15054
25-Oct-14,19,17841,15240
25-Oct-14,20,17609,14765
25-Oct-14,21,16992,14191
25-Oct-14,22,16225,13430
25-Oct-14,23,15449,12650
25-Oct-14,24,14727,11893
26-Oct-14,1,14028,11319
26-Oct-14,2,14032,11115
26-Oct-14,3,13797,10921
26-Oct-14,4,13798,10957
26-Oct-14,5,13962,11054
26-Oct-14,6,14411,11457
26-Oct-14,7,14939,11965
26-Oct-14,8,15855,12738
26-Oct-14,9,16528,13383
26-Oct-14,10,16726,13618
26-Oct-14,11,16946,13826
26-Oct-14,12,17128,13982
26-Oct-14,13,16758,13770
26-Oct-14,14,16781,13815
26-Oct-14,15,16869,13991
26-Oct-14,16,17213,14651
26-Oct-14,17,17712,15379
26-Oct-14,18,18382,15962
26-Oct-14,19,18210,16177
26-Oct-14,20,17937,15853
26-Oct-14,21,17208,15154
26-Oct-14,22,16858,14275
26-Oct-14,23,16166,13393
26-Oct-14,24,15549,12690
27-Oct-14,1,14875,12244
27-Oct-14,2,14979,12132
27-Oct-14,3,14874,12028
27-Oct-14,4,15186,12300
27-Oct-14,5,15632,12934
27-Oct-14,6,16825,14618
27-Oct-14,7,17727,16015
27-Oct-14,8,18259,15956
27-Oct-14,9,17640,15600
27-Oct-14,10,17489,15525
27-Oct-14,11,17962,15544
27-Oct-14,12,18152,15271
27-Oct-14,13,18109,15304
27-Oct-14,14,18466,15318
27-Oct-14,15,18420,15476
27-Oct-14,16,18837,16189
27-Oct-14,17,19349,16617
27-Oct-14,18,19794,17247
27-Oct-14,19,19502,17317
27-Oct-14,20,19091,16955
27-Oct-14,21,18760,16195
27-Oct-14,22,18062,15035
27-Oct-14,23,16854,13714
27-Oct-14,24,15947,12856
28-Oct-14,1,15385,12438
28-Oct-14,2,14977,12085
28-Oct-14,3,14613,11923
28-Oct-14,4,14513,11934
28-Oct-14,5,15054,12470
28-Oct-14,6,17119,14263
28-Oct-14,7,18055,15511
28-Oct-14,8,18807,15932
28-Oct-14,9,18745,15750
28-Oct-14,10,19176,15842
28-Oct-14,11,19134,15826
28-Oct-14,12,18879,15708
28-Oct-14,13,18633,15683
28-Oct-14,14,19053,15742
28-Oct-14,15,19692,16124
28-Oct-14,16,19312,16453
28-Oct-14,17,19090,16907
28-Oct-14,18,19020,16977
28-Oct-14,19,19103,17234
28-Oct-14,20,18973,16878
28-Oct-14,21,18682,16094
28-Oct-14,22,17885,14956
28-Oct-14,23,16497,13671
28-Oct-14,24,15981,12905
29-Oct-14,1,15321,12464
29-Oct-14,2,15132,12172
29-Oct-14,3,14861,11952
29-Oct-14,4,15057,12077
29-Oct-14,5,15604,12615
29-Oct-14,6,16988,14203
29-Oct-14,7,18027,15706
29-Oct-14,8,18379,16057
29-Oct-14,9,17993,15746
29-Oct-14,10,18375,15679
29-Oct-14,11,18297,15624
29-Oct-14,12,18169,15552
29-Oct-14,13,18796,15956
29-Oct-14,14,18656,15883
29-Oct-14,15,18395,15955
29-Oct-14,16,18715,16473
29-Oct-14,17,19021,16943
29-Oct-14,18,19543,17474
29-Oct-14,19,19422,17547
29-Oct-14,20,19311,17330
29-Oct-14,21,18873,16644
29-Oct-14,22,17530,15360
29-Oct-14,23,16608,14221
29-Oct-14,24,15809,13402
30-Oct-14,1,15322,12773
30-Oct-14,2,15284,12603
30-Oct-14,3,15151,12407
30-Oct-14,4,15525,12622
30-Oct-14,5,15953,13294
30-Oct-14,6,17026,14721
30-Oct-14,7,18030,16246
30-Oct-14,8,18179,16267
30-Oct-14,9,17967,15913
30-Oct-14,10,17934,15866
30-Oct-14,11,18119,15884
30-Oct-14,12,18040,15858
30-Oct-14,13,18024,15886
30-Oct-14,14,18199,15977
30-Oct-14,15,18080,16010
30-Oct-14,16,18257,16453
30-Oct-14,17,19004,16936
30-Oct-14,18,19375,17585
30-Oct-14,19,19378,17784
30-Oct-14,20,19106,17489
30-Oct-14,21,18618,17013
30-Oct-14,22,17898,15823
30-Oct-14,23,16821,14607
30-Oct-14,24,16423,13686
31-Oct-14,1,16009,13118
31-Oct-14,2,15761,12780
31-Oct-14,3,15692,12657
31-Oct-14,4,15852,12777
31-Oct-14,5,16321,13330
31-Oct-14,6,17617,15077
31-Oct-14,7,18462,16504
31-Oct-14,8,18743,16734
31-Oct-14,9,18739,16725
31-Oct-14,10,19142,16724
31-Oct-14,11,18370,16533
31-Oct-14,12,18575,16519
31-Oct-14,13,18395,16573
31-Oct-14,14,18397,16394
31-Oct-14,15,18380,16387
31-Oct-14,16,18945,16671
31-Oct-14,17,19360,16893
31-Oct-14,18,19638,17234
31-Oct-14,19,19171,16886
31-Oct-14,20,18900,16492
31-Oct-14,21,18993,16026
31-Oct-14,22,17999,15038
31-Oct-14,23,17211,14037
31-Oct-14,24,16750,13135
01-Nov-14,1,16217,12650
01-Nov-14,2,16072,12421
01-Nov-14,3,15764,12172
01-Nov-14,4,15585,12136
01-Nov-14,5,15778,12426
01-Nov-14,6,16165,13029
01-Nov-14,7,16038,13982
01-Nov-14,8,17298,14847
01-Nov-14,9,18463,15531
01-Nov-14,10,18650,15615
01-Nov-14,11,18671,15679
01-Nov-14,12,18730,15620
01-Nov-14,13,18906,15475
01-Nov-14,14,18886,15360
01-Nov-14,15,19000,15349
01-Nov-14,16,19183,15657
01-Nov-14,17,19406,16279
01-Nov-14,18,19709,16859
01-Nov-14,19,19303,16570
01-Nov-14,20,19112,16181
01-Nov-14,21,18830,15652
01-Nov-14,22,18228,15024
01-Nov-14,23,17656,14212
01-Nov-14,24,16416,13516
02-Nov-14,1,15205,12930
02-Nov-14,2,15507,12634
02-Nov-14,3,15374,12437
02-Nov-14,4,15810,12427
02-Nov-14,5,15981,12490
02-Nov-14,6,15955,12735
02-Nov-14,7,16536,13318
02-Nov-14,8,16557,13741
02-Nov-14,9,16814,14149
02-Nov-14,10,16761,14124
02-Nov-14,11,16856,14097
02-Nov-14,12,16920,14186
02-Nov-14,13,16757,14033
02-Nov-14,14,16142,13627
02-Nov-14,15,16374,13716
02-Nov-14,16,16956,14308
02-Nov-14,17,17488,15406
02-Nov-14,18,18663,16935
02-Nov-14,19,18910,16975
02-Nov-14,20,18765,16457
02-Nov-14,21,18690,16077
02-Nov-14,22,18069,15253
02-Nov-14,23,17053,14259
02-Nov-14,24,16311,13277
03-Nov-14,1,15757,12798
03-Nov-14,2,15420,12500
03-Nov-14,3,15273,12367
03-Nov-14,4,15192,12302
03-Nov-14,5,15391,12517
03-Nov-14,6,16054,13304
03-Nov-14,7,17153,14810
03-Nov-14,8,18053,16022
03-Nov-14,9,18630,16239
03-Nov-14,10,18630,16109
03-Nov-14,11,18281,15859
03-Nov-14,12,18172,15802
03-Nov-14,13,17700,15521
03-Nov-14,14,17853,15638
03-Nov-14,15,18068,15802
03-Nov-14,16,18346,16137
03-Nov-14,17,19281,17112
03-Nov-14,18,19788,18152
03-Nov-14,19,19919,17987
03-Nov-14,20,19532,17698
03-Nov-14,21,19258,17195
03-Nov-14,22,18502,16247
03-Nov-14,23,17600,15019
03-Nov-14,24,16648,13870
04-Nov-14,1,15815,12947
04-Nov-14,2,14965,12315
04-Nov-14,3,14970,12208
04-Nov-14,4,14841,12082
04-Nov-14,5,14988,12206
04-Nov-14,6,15467,12850
04-Nov-14,7,17168,14427
04-Nov-14,8,17870,15582
04-Nov-14,9,18218,15716
04-Nov-14,10,18306,15716
04-Nov-14,11,18637,15884
04-Nov-14,12,18673,15926
04-Nov-14,13,18813,15987
04-Nov-14,14,18765,16091
04-Nov-14,15,18832,16232
04-Nov-14,16,18770,16398
04-Nov-14,17,19206,17021
04-Nov-14,18,20087,17917
04-Nov-14,19,19730,17545
04-Nov-14,20,19497,17336
04-Nov-14,21,19192,16920
04-Nov-14,22,18243,15987
04-Nov-14,23,17335,14757
04-Nov-14,24,16563,13602
05-Nov-14,1,15692,12781
05-Nov-14,2,15174,12469
05-Nov-14,3,15157,12266
05-Nov-14,4,14823,12127
05-Nov-14,5,15160,12329
05-Nov-14,6,15814,13065
05-Nov-14,7,16184,14406
05-Nov-14,8,18188,15687
05-Nov-14,9,18430,15783
05-Nov-14,10,18080,15565
05-Nov-14,11,18006,15544
05-Nov-14,12,18236,15786
05-Nov-14,13,18376,15898
05-Nov-14,14,18320,16023
05-Nov-14,15,18473,16080
05-Nov-14,16,18410,16280
05-Nov-14,17,18681,16865
05-Nov-14,18,19652,17994
05-Nov-14,19,19420,17953
05-Nov-14,20,19467,17702
05-Nov-14,21,19239,17494
05-Nov-14,22,18786,16728
05-Nov-14,23,17537,15471
05-Nov-14,24,16696,14372
06-Nov-14,1,16443,13604
06-Nov-14,2,15919,13051
06-Nov-14,3,15466,12726
06-Nov-14,4,15562,12576
06-Nov-14,5,15836,12797
06-Nov-14,6,16251,13452
06-Nov-14,7,17286,14847
06-Nov-14,8,18447,16338
06-Nov-14,9,18702,16398
06-Nov-14,10,18942,16439
06-Nov-14,11,18720,16522
06-Nov-14,12,18876,16693
06-Nov-14,13,18667,16555
06-Nov-14,14,18701,16598
06-Nov-14,15,18616,16504
06-Nov-14,16,18752,16658
06-Nov-14,17,19268,17418
06-Nov-14,18,20032,18293
06-Nov-14,19,20058,17985
06-Nov-14,20,20024,17854
06-Nov-14,21,19570,17423
06-Nov-14,22,18464,16396
06-Nov-14,23,17909,15379
06-Nov-14,24,16967,14147
07-Nov-14,1,16262,13310
07-Nov-14,2,15737,12789
07-Nov-14,3,15561,12488
07-Nov-14,4,15596,12528
07-Nov-14,5,15858,12657
07-Nov-14,6,16528,13439
07-Nov-14,7,17877,15002
07-Nov-14,8,18564,16234
07-Nov-14,9,18698,16535
07-Nov-14,10,18694,16397
07-Nov-14,11,18645,16319
07-Nov-14,12,18723,16372
07-Nov-14,13,18667,16389
07-Nov-14,14,18595,16378
07-Nov-14,15,18750,16531
07-Nov-14,16,18802,16648
07-Nov-14,17,19499,17378
07-Nov-14,18,20533,18228
07-Nov-14,19,20326,18221
07-Nov-14,20,19879,17839
07-Nov-14,21,19511,17605
07-Nov-14,22,19163,16956
07-Nov-14,23,18065,15953
07-Nov-14,24,17200,14810
08-Nov-14,1,16423,13774
08-Nov-14,2,16010,13193
08-Nov-14,3,15938,12895
08-Nov-14,4,15700,12677
08-Nov-14,5,15618,12608
08-Nov-14,6,15846,12825
08-Nov-14,7,16185,13365
08-Nov-14,8,16566,14254
08-Nov-14,9,17765,15169
08-Nov-14,10,18285,15663
08-Nov-14,11,18850,15875
08-Nov-14,12,18606,15957
08-Nov-14,13,18740,15947
08-Nov-14,14,18666,15994
08-Nov-14,15,18576,15949
08-Nov-14,16,18731,16070
08-Nov-14,17,19295,16673
08-Nov-14,18,19756,17418
08-Nov-14,19,19682,17082
08-Nov-14,20,18903,16352
08-Nov-14,21,18487,15998
08-Nov-14,22,17957,15311
08-Nov-14,23,17545,14654
08-Nov-14,24,17045,13897
09-Nov-14,1,16518,13222
09-Nov-14,2,16066,12716
09-Nov-14,3,15805,12501
09-Nov-14,4,15815,12418
09-Nov-14,5,15937,12443
09-Nov-14,6,16140,12636
09-Nov-14,7,16256,12983
09-Nov-14,8,16155,13404
09-Nov-14,9,16713,14083
09-Nov-14,10,17377,14612
09-Nov-14,11,17833,14873
09-Nov-14,12,17648,14788
09-Nov-14,13,17550,14549
09-Nov-14,14,17649,14575
09-Nov-14,15,17828,14721
09-Nov-14,16,18309,15236
09-Nov-14,17,18989,16349
09-Nov-14,18,20227,17441
09-Nov-14,19,19748,17103
09-Nov-14,20,19263,16658
09-Nov-14,21,18946,16249
09-Nov-14,22,18622,15589
09-Nov-14,23,17751,14675
09-Nov-14,24,17130,13793
10-Nov-14,1,16529,13180
10-Nov-14,2,15990,12773
10-Nov-14,3,15826,12624
10-Nov-14,4,15885,12620
10-Nov-14,5,15841,12798
10-Nov-14,6,16202,13508
10-Nov-14,7,17118,14811
10-Nov-14,8,18240,16201
10-Nov-14,9,18429,16430
10-Nov-14,10,18149,16244
10-Nov-14,11,18007,16042
10-Nov-14,12,17947,16043
10-Nov-14,13,17992,16069
10-Nov-14,14,18141,16126
10-Nov-14,15,18430,16113
10-Nov-14,16,19047,16583
10-Nov-14,17,19225,17419
10-Nov-14,18,19847,18055
10-Nov-14,19,20168,18011
10-Nov-14,20,20350,17755
10-Nov-14,21,20163,17386
10-Nov-14,22,19521,16694
10-Nov-14,23,18626,15542
10-Nov-14,24,17869,14324
11-Nov-14,1,17031,13418
11-Nov-14,2,16607,12929
11-Nov-14,3,16368,12646
11-Nov-14,4,16427,12620
11-Nov-14,5,16277,12698
11-Nov-14,6,16881,13415
11-Nov-14,7,17933,14654
11-Nov-14,8,18702,15701
11-Nov-14,9,18611,15682
11-Nov-14,10,18213,15210
11-Nov-14,11,18151,15113
11-Nov-14,12,17847,14643
11-Nov-14,13,18311,14923
11-Nov-14,14,18615,15067
11-Nov-14,15,19147,15453
11-Nov-14,16,19440,15764
11-Nov-14,17,19690,16854
11-Nov-14,18,20372,17735
11-Nov-14,19,20068,17468
11-Nov-14,20,19915,17168
11-Nov-14,21,19615,16878
11-Nov-14,22,18886,16130
11-Nov-14,23,18036,15102
11-Nov-14,24,17124,13936
12-Nov-14,1,16734,13030
12-Nov-14,2,16078,12404
12-Nov-14,3,15917,12293
12-Nov-14,4,15678,12296
12-Nov-14,5,15594,12446
12-Nov-14,6,16700,13286
12-Nov-14,7,17424,14674
12-Nov-14,8,18705,16110
12-Nov-14,9,18982,16413
12-Nov-14,10,19579,16722
12-Nov-14,11,19850,16991
12-Nov-14,12,19515,16922
12-Nov-14,13,19620,16690
12-Nov-14,14,19608,16608
12-Nov-14,15,19782,16915
12-Nov-14,16,19991,17174
12-Nov-14,17,20825,18162
12-Nov-14,18,21628,19008
12-Nov-14,19,20989,18793
12-Nov-14,20,20370,18451
12-Nov-14,21,20215,18197
12-Nov-14,22,19572,17506
12-Nov-14,23,18416,16294
12-Nov-14,24,17569,15002
13-Nov-14,1,16836,14123
13-Nov-14,2,16660,13702
13-Nov-14,3,16674,13517
13-Nov-14,4,16330,13376
13-Nov-14,5,16518,13551
13-Nov-14,6,16876,14219
13-Nov-14,7,18209,15702
13-Nov-14,8,19330,17086
13-Nov-14,9,19329,17296
13-Nov-14,10,19270,17188
13-Nov-14,11,19421,17274
13-Nov-14,12,19412,17221
13-Nov-14,13,19491,17264
13-Nov-14,14,19407,17276
13-Nov-14,15,19461,17283
13-Nov-14,16,19620,17466
13-Nov-14,17,20435,18240
13-Nov-14,18,21490,19142
13-Nov-14,19,21303,19065
13-Nov-14,20,20890,18773
13-Nov-14,21,20470,18411
13-Nov-14,22,19730,17656
13-Nov-14,23,19134,16688
13-Nov-14,24,18080,15175
14-Nov-14,1,17192,14320
14-Nov-14,2,16866,13824
14-Nov-14,3,16587,13608
14-Nov-14,4,16777,13620
14-Nov-14,5,16825,13790
14-Nov-14,6,17694,14656
14-Nov-14,7,18910,16021
14-Nov-14,8,19480,17041
14-Nov-14,9,19397,17181
14-Nov-14,10,19396,16980
14-Nov-14,11,19056,16677
14-Nov-14,12,19121,16734
14-Nov-14,13,19223,16712
14-Nov-14,14,19304,16811
14-Nov-14,15,19310,16872
14-Nov-14,16,19531,17041
14-Nov-14,17,20012,17759
14-Nov-14,18,20949,18672
14-Nov-14,19,21226,18738
14-Nov-14,20,20929,18474
14-Nov-14,21,20579,18173
14-Nov-14,22,19809,17416
14-Nov-14,23,18754,16351
14-Nov-14,24,17794,15213
15-Nov-14,1,17243,14521
15-Nov-14,2,16561,13866
15-Nov-14,3,16362,13602
15-Nov-14,4,16292,13535
15-Nov-14,5,16096,13350
15-Nov-14,6,16522,13757
15-Nov-14,7,17326,14488
15-Nov-14,8,17343,14975
15-Nov-14,9,17999,15583
15-Nov-14,10,18301,15896
15-Nov-14,11,18165,15779
15-Nov-14,12,18045,15651
15-Nov-14,13,18259,15869
15-Nov-14,14,18302,15851
15-Nov-14,15,18165,15730
15-Nov-14,16,18336,16083
15-Nov-14,17,19340,17077
15-Nov-14,18,20257,18097
15-Nov-14,19,20113,17767
15-Nov-14,20,19712,17228
15-Nov-14,21,19078,16749
15-Nov-14,22,18432,16038
15-Nov-14,23,17421,15180
15-Nov-14,24,17125,14352
16-Nov-14,1,16499,13793
16-Nov-14,2,16010,13187
16-Nov-14,3,15633,12943
16-Nov-14,4,15527,12864
16-Nov-14,5,15513,12918
16-Nov-14,6,15519,13101
16-Nov-14,7,15985,13487
16-Nov-14,8,16228,14117
16-Nov-14,9,16909,14782
16-Nov-14,10,17637,15509
16-Nov-14,11,17813,15749
16-Nov-14,12,18231,16072
16-Nov-14,13,18408,16284
16-Nov-14,14,18559,16391
16-Nov-14,15,18549,16473
16-Nov-14,16,18602,16711
16-Nov-14,17,19098,17648
16-Nov-14,18,19985,18664
16-Nov-14,19,20057,18317
16-Nov-14,20,20008,17940
16-Nov-14,21,19409,17533
16-Nov-14,22,18787,16810
16-Nov-14,23,17695,15785
16-Nov-14,24,16960,14858
17-Nov-14,1,16635,14207
17-Nov-14,2,16373,13816
17-Nov-14,3,16063,13632
17-Nov-14,4,16052,13596
17-Nov-14,5,16301,13791
17-Nov-14,6,16923,14581
17-Nov-14,7,18233,16019
17-Nov-14,8,19415,17513
17-Nov-14,9,19403,17747
17-Nov-14,10,19302,17771
17-Nov-14,11,19363,17997
17-Nov-14,12,19297,18072
17-Nov-14,13,19518,18039
17-Nov-14,14,19581,17947
17-Nov-14,15,19641,17758
17-Nov-14,16,19842,17734
17-Nov-14,17,20446,18558
17-Nov-14,18,20553,19187
17-Nov-14,19,20827,19259
17-Nov-14,20,20572,18814
17-Nov-14,21,20523,18504
17-Nov-14,22,20164,17967
17-Nov-14,23,19128,16819
17-Nov-14,24,18249,15609
18-Nov-14,1,17537,14729
18-Nov-14,2,17401,14422
18-Nov-14,3,17297,14255
18-Nov-14,4,17079,14152
18-Nov-14,5,17438,14359
18-Nov-14,6,18235,15097
18-Nov-14,7,19298,16588
18-Nov-14,8,20461,17996
18-Nov-14,9,20422,18006
18-Nov-14,10,20468,17927
18-Nov-14,11,20435,17851
18-Nov-14,12,20500,17928
18-Nov-14,13,20532,17861
18-Nov-14,14,20241,17770
18-Nov-14,15,20276,17820
18-Nov-14,16,20576,18070
18-Nov-14,17,21326,18991
18-Nov-14,18,22664,20100
18-Nov-14,19,22388,19934
18-Nov-14,20,22201,19818
18-Nov-14,21,21811,19547
18-Nov-14,22,20988,18766
18-Nov-14,23,19861,17510
18-Nov-14,24,18835,16103
19-Nov-14,1,18425,15343
19-Nov-14,2,18087,14934
19-Nov-14,3,18021,14761
19-Nov-14,4,18071,14756
19-Nov-14,5,18205,14909
19-Nov-14,6,18811,15503
19-Nov-14,7,19745,17044
19-Nov-14,8,20699,18167
19-Nov-14,9,20555,18211
19-Nov-14,10,21008,18255
19-Nov-14,11,20878,18070
19-Nov-14,12,20745,18052
19-Nov-14,13,20569,18047
19-Nov-14,14,20507,18234
19-Nov-14,15,20997,18476
19-Nov-14,16,21221,18639
19-Nov-14,17,21440,19275
19-Nov-14,18,22155,20102
19-Nov-14,19,22167,19917
19-Nov-14,20,22162,19830
19-Nov-14,21,22046,19615
19-Nov-14,22,20868,18768
19-Nov-14,23,19999,17546
19-Nov-14,24,18791,16248
20-Nov-14,1,18345,15343
20-Nov-14,2,18025,14869
20-Nov-14,3,17792,14625
20-Nov-14,4,17826,14526
20-Nov-14,5,18031,14658
20-Nov-14,6,18304,15380
20-Nov-14,7,19148,16756
20-Nov-14,8,19634,17886
20-Nov-14,9,19742,17843
20-Nov-14,10,19563,17678
20-Nov-14,11,19632,17428
20-Nov-14,12,19754,17359
20-Nov-14,13,19649,17184
20-Nov-14,14,20068,17498
20-Nov-14,15,20276,17572
20-Nov-14,16,20618,17922
20-Nov-14,17,21195,18692
20-Nov-14,18,22235,19909
20-Nov-14,19,22504,19856
20-Nov-14,20,22401,19864
20-Nov-14,21,22009,19418
20-Nov-14,22,21433,18866
20-Nov-14,23,20231,17743
20-Nov-14,24,19224,16540
21-Nov-14,1,18693,15683
21-Nov-14,2,18302,15195
21-Nov-14,3,18136,15126
21-Nov-14,4,17760,14901
21-Nov-14,5,18187,15124
21-Nov-14,6,18574,15759
21-Nov-14,7,19542,17178
21-Nov-14,8,20164,18193
21-Nov-14,9,19942,18224
21-Nov-14,10,19951,18059
21-Nov-14,11,19777,17873
21-Nov-14,12,19582,17727
21-Nov-14,13,19245,17500
21-Nov-14,14,19180,17312
21-Nov-14,15,19356,17364
21-Nov-14,16,19433,17623
21-Nov-14,17,19926,18523
21-Nov-14,18,20711,19572
21-Nov-14,19,20895,19434
21-Nov-14,20,20828,19219
21-Nov-14,21,20769,18855
